Book_1	Ch_1_1	V_1_1	Ch_1_2	V_1_2	Book_2	Ch_2_1	V_2_1	Ch_2_2	V_2_2	Reverse_ref	After_phrase_word_ref_1	After_phrase_word_ref_2	Comment	Comment_2	NT_Only										
Psalms	18	49			Romans	15	9			FALSE			Reverse World English Bible												
Deuteronomy	32	43			Romans	15	10			FALSE	"with his people,"		Reverse World English Bible												
Psalms	117	1			Romans	15	11			FALSE			Reverse World English Bible												
Isaiah	11	10			Romans	15	12			FALSE			Reverse World English Bible												
Isaiah	52	15			Romans	15	21			FALSE			Reverse World English Bible												
Isaiah	29	14			1 Corinthians	1	19			FALSE			Reverse World English Bible												
Jeremiah	9	24			1 Corinthians	1	31			FALSE			Reverse World English Bible												
Isaiah	64	4			1 Corinthians	2	9			FALSE			Reverse World English Bible												
Isaiah	40	13			1 Corinthians	2	16			FALSE			Reverse World English Bible												
Job	5	13			1 Corinthians	3	19			FALSE			Reverse World English Bible												
Psalms	94	11			1 Corinthians	3	20			FALSE			Reverse World English Bible												
Deuteronomy	17	7			1 Corinthians	5	13			FALSE			Reverse World English Bible												
Deuteronomy	19	19			1 Corinthians	5	13			FALSE			Reverse World English Bible												
Deuteronomy	21	21			1 Corinthians	5	13			FALSE			Reverse World English Bible												
Deuteronomy	22	21			1 Corinthians	5	13			FALSE			Reverse World English Bible												
Deuteronomy	24	7			1 Corinthians	5	13			FALSE			Reverse World English Bible												
Genesis	2	24			1 Corinthians	6	16			FALSE			Reverse World English Bible												
Deuteronomy	25	4			1 Corinthians	9	9			FALSE			Reverse World English Bible												
Exodus	32	6			1 Corinthians	10	7			FALSE			Reverse World English Bible												
Psalms	24	1			1 Corinthians	10	26			FALSE			Reverse World English Bible												
Isaiah	28	12			1 Corinthians	14	21			FALSE			Reverse World English Bible												
Deuteronomy	27	9			1 Corinthians	14	34			FALSE			Reverse World English Bible												
Psalms	8	6			1 Corinthians	15	27			FALSE			Reverse World English Bible												
Isaiah	22	13			1 Corinthians	15	32			FALSE			Reverse World English Bible												
Genesis	2	7			1 Corinthians	15	45			FALSE			Reverse World English Bible												
Isaiah	25	8			1 Corinthians	15	54			FALSE			Reverse World English Bible												
Hosea	13	14			1 Corinthians	15	55			FALSE			Reverse World English Bible												
Genesis	1	3			2 Corinthians	4	6			FALSE			Reverse World English Bible												
Psalms	116	10			2 Corinthians	4	13			FALSE			Reverse World English Bible												
Isaiah	49	8			2 Corinthians	6	2			FALSE			Reverse World English Bible												
Leviticus	26	12			2 Corinthians	6	16			FALSE			Reverse World English Bible												
Jeremiah	32	38			2 Corinthians	6	16			FALSE			Reverse World English Bible												
Ezekiel	37	27			2 Corinthians	6	16			FALSE			Reverse World English Bible												
Isaiah	52	11			2 Corinthians	6	17			FALSE			Reverse World English Bible												
Ezekiel	20	41			2 Corinthians	6	17			FALSE			Reverse World English Bible												
2 Samuel	7	14			2 Corinthians	6	18			FALSE			Reverse World English Bible												
2 Samuel	7	8			2 Corinthians	6	18			FALSE			Reverse World English Bible												
Exodus	16	18			2 Corinthians	8	15			FALSE	had no lack.		Reverse World English Bible												
Psalms	112	9			2 Corinthians	9	9			FALSE			Reverse World English Bible												
Jeremiah	9	24			2 Corinthians	10	17			FALSE			Reverse World English Bible												
Deuteronomy	19	15			2 Corinthians	13	1			FALSE			Reverse World English Bible												
Genesis	15	6			Galatians	3	6			FALSE			Reverse World English Bible												
Genesis	12	3			Galatians	3	8			FALSE			Reverse World English Bible												
Genesis	18	18			Galatians	3	8			FALSE			Reverse World English Bible												
Genesis	22	18			Galatians	3	8			FALSE			Reverse World English Bible												
Deuteronomy	27	26			Galatians	3	10			FALSE			Reverse World English Bible												
Habakkuk	2	4			Galatians	3	11			FALSE			Reverse World English Bible												
Leviticus	18	5			Galatians	3	12			FALSE			Reverse World English Bible												
Deuteronomy	21	23			Galatians	3	13			FALSE			Reverse World English Bible												
Genesis	12	7			Galatians	3	16			FALSE			Reverse World English Bible												
Genesis	13	15			Galatians	3	16			FALSE			Reverse World English Bible												
Genesis	24	7			Galatians	3	16			FALSE			Reverse World English Bible												
Isaiah	54	1			Galatians	4	27			FALSE			Reverse World English Bible												
Genesis	21	10			Galatians	4	30			FALSE			Reverse World English Bible												
Leviticus	19	18			Galatians	5	14			FALSE	yourself.		Reverse World English Bible												
Psalms	68	18			Ephesians	4	8			FALSE			Reverse World English Bible												
Psalms	4	4			Ephesians	4	26			FALSE	sin.		Reverse World English Bible												
Genesis	2	24			Ephesians	5	31			FALSE			Reverse World English Bible												
Deuteronomy	5	16			Ephesians	6	3			FALSE			Reverse World English Bible												
Deuteronomy	25	4			1 Timothy	5	18			FALSE			Reverse World English Bible												
Luke	10	7			1 Timothy	5	18			FALSE			Reverse World English Bible												
Leviticus	19	13			1 Timothy	5	18			FALSE			Reverse World English Bible												
Numbers	16	5			2 Timothy	2	19			FALSE	"who are his,"		Reverse World English Bible												
Psalms	2	7			Hebrews	1	5			FALSE			Reverse World English Bible												
2 Samuel	7	14			Hebrews	1	5			FALSE			Reverse World English Bible												
1 Chronicles	17	13			Hebrews	1	5			FALSE			Reverse World English Bible												
Deuteronomy	32	43			Hebrews	1	6			FALSE			Reverse World English Bible												
Psalms	104	4			Hebrews	1	7			FALSE			Reverse World English Bible												
Psalms	45	7			Hebrews	1	9			FALSE			Reverse World English Bible												
Psalms	102	27			Hebrews	1	12			FALSE			Reverse World English Bible												
Psalms	110	1			Hebrews	1	13			FALSE			Reverse World English Bible												
Psalms	8	6			Hebrews	2	8			FALSE			Reverse World English Bible												
Psalms	22	22			Hebrews	2	12			FALSE			Reverse World English Bible												
Isaiah	8	18			Hebrews	2	13			FALSE	has given me		Reverse World English Bible												
Psalms	95	11			Hebrews	3	11			FALSE			Reverse World English Bible												
Psalms	95	8			Hebrews	3	15			FALSE			Reverse World English Bible												
Psalms	95	11			Hebrews	4	3			FALSE			Reverse World English Bible												
Genesis	2	2			Hebrews	4	4			FALSE			Reverse World English Bible												
Psalms	95	11			Hebrews	4	5			FALSE			Reverse World English Bible												
Psalms	95	8			Hebrews	4	7			FALSE			Reverse World English Bible												
Psalms	2	7			Hebrews	5	5			FALSE			Reverse World English Bible												
Psalms	110	4			Hebrews	5	6			FALSE			Reverse World English Bible												
Genesis	22	17			Hebrews	6	14			FALSE	on the seashore.		Reverse World English Bible												
Psalms	110	4			Hebrews	7	17			FALSE			Reverse World English Bible												
Psalms	110	4			Hebrews	7	21			FALSE			Reverse World English Bible												
Exodus	25	40			Hebrews	8	5			FALSE			Reverse World English Bible												
Jeremiah	31	34			Hebrews	8	12			FALSE			Reverse World English Bible												
Exodus	24	8			Hebrews	9	20			FALSE			Reverse World English Bible												
Psalms	40	8			Hebrews	10	7			FALSE			Reverse World English Bible												
Jeremiah	31	33			Hebrews	10	16			FALSE			Reverse World English Bible												
Jeremiah	31	34			Hebrews	10	17			FALSE			Reverse World English Bible												
Deuteronomy	32	35			Hebrews	10	30			FALSE			Reverse World English Bible												
Deuteronomy	32	36			Hebrews	10	30			FALSE			Reverse World English Bible												
Psalms	135	14			Hebrews	10	30			FALSE	judge his people		Reverse World English Bible												
Habakkuk	2	4			Hebrews	10	38			FALSE			Reverse World English Bible												
Genesis	21	12			Hebrews	11	18			FALSE			Reverse World English Bible												
Daniel	6	23			Hebrews	11	33			FALSE			Reverse World English Bible												
Daniel	3	30			Hebrews	11	34			FALSE			Reverse World English Bible												
1 Kings	19	3			Hebrews	11	34			FALSE			Reverse World English Bible												
2 Kings	7	20			Hebrews	11	34			FALSE			Reverse World English Bible												
1 Kings	17	23			Hebrews	11	35			FALSE			Reverse World English Bible												
2 Kings	4	37			Hebrews	11	35			FALSE			Reverse World English Bible												
2 Chronicles	24	21			Hebrews	11	37			FALSE			Reverse World English Bible												
Jeremiah	26	23			Hebrews	11	37			FALSE	"with the sword,"		Reverse World English Bible												
1 Kings	19	10			Hebrews	11	37			FALSE			Reverse World English Bible												
Proverbs	3	12			Hebrews	12	6			FALSE			Reverse World English Bible												
Isaiah	35	3			Hebrews	12	12			FALSE			Reverse World English Bible												
Proverbs	4	26			Hebrews	12	13			FALSE			Reverse World English Bible												
Exodus	19	13			Hebrews	12	20			FALSE			Reverse World English Bible												
Deuteronomy	9	19			Hebrews	12	21			FALSE			Reverse World English Bible												
Jeremiah	31	31			Hebrews	12	24			FALSE	a new covenant		Reverse World English Bible												
Haggai	2	6			Hebrews	12	26			FALSE			Reverse World English Bible												
Deuteronomy	4	24			Hebrews	12	29			FALSE			Reverse World English Bible												
Deuteronomy	31	6			Hebrews	13	5			FALSE			Reverse World English Bible												
Psalms	118	7			Hebrews	13	6			FALSE			Reverse World English Bible												
Leviticus	16	27			Hebrews	13	11			FALSE			Reverse World English Bible												
Psalms	50	23			Hebrews	13	15			FALSE			Reverse World English Bible												
Leviticus	19	18			James	2	8			FALSE	yourself.		Reverse World English Bible												
Exodus	20	14			James	2	11			FALSE			Reverse World English Bible												
Deuteronomy	5	18			James	2	11			FALSE			Reverse World English Bible												
Exodus	20	13			James	2	11			FALSE			Reverse World English Bible												
Deuteronomy	5	17			James	2	11			FALSE			Reverse World English Bible												
Genesis	15	6			James	2	23			FALSE			Reverse World English Bible												
Proverbs	3	34			James	4	6			FALSE			Reverse World English Bible												
Leviticus	11	45			1 Peter	1	16			FALSE			Reverse World English Bible												
Isaiah	40	8			1 Peter	1	25			FALSE			Reverse World English Bible												
Isaiah	28	16			1 Peter	2	6			FALSE			Reverse World English Bible												
Psalms	118	22			1 Peter	2	7			FALSE			Reverse World English Bible												
Isaiah	8	14			1 Peter	2	8			FALSE			Reverse World English Bible												
Isaiah	53	9			1 Peter	2	22			FALSE			Reverse World English Bible												
Psalms	34	16			1 Peter	3	12			FALSE	"who do evil,"		Reverse World English Bible												
Isaiah	8	12			1 Peter	3	14			FALSE			Reverse World English Bible												
Proverbs	11	31			1 Peter	4	18			FALSE			Reverse World English Bible												
Proverbs	3	34			1 Peter	5	5			FALSE			Reverse World English Bible												
Matthew	17	5			2 Peter	1	17			FALSE			Reverse World English Bible												
Mark	9	7			2 Peter	1	17			FALSE			Reverse World English Bible												
Luke	9	35			2 Peter	1	17			FALSE			Reverse World English Bible												
Proverbs	26	11			2 Peter	2	22			FALSE			Reverse World English Bible												
Exodus	19	6			Revelation	1	6			FALSE			Reverse World English Bible												
Isaiah	61	6			Revelation	1	6			FALSE			Reverse World English Bible												
Daniel	7	13			Revelation	1	13			FALSE	"son of man,"		Reverse World English Bible												
Psalms	2	9			Revelation	2	27			FALSE			Reverse World English Bible												
Daniel	7	13			Revelation	14	14			FALSE	"son of man,"		Reverse World English Bible												
Psalms	2	9			Revelation	19	15			FALSE			Reverse World English Bible												
Genesis	14	22			Exodus	6	3			TRUE	Yahweh		Is Yahweh known or not – Cary												
Daniel	9	2			Jeremiah	25	11	25	12	TRUE			Carrier – Daniel fixes Jeremiah’s failed prophecy												
Genesis	28	12			John	1	51			TRUE			Carrier – Angels ascending and descending between the heavens												
Genesis	28	12			Ephesians	4	8	4	10	TRUE			Carrier – Angels ascending and descending between the heavens												
John	1	51			Ephesians	4	8	4	10	TRUE			Carrier – Angels ascending and descending between the heavens		TRUE										
Romans	8	34			1 John	2	1			TRUE			Carrier – Jesus is an intercessor		TRUE										
Romans	8	34			Hebrews	7	25			TRUE			Carrier – Jesus is an intercessor		TRUE										
1 John	2	1			Hebrews	7	25			TRUE			Carrier – Jesus is an intercessor		TRUE										
Genesis	1	26			Genesis	2	7			TRUE	"our image,"	"ground,"	Carrier – Two Adams (heavenly and earthly)												
1 Corinthians	15	49			Genesis	1	26			TRUE	heavenly.	"our image,"	Carrier – Two Adams (heavenly and earthly)												
1 Corinthians	15	49			Genesis	2	7			TRUE	"dust,"	"ground,"	Carrier – Two Adams (heavenly and earthly)												
Acts	15	7	15	11	Galatians	2	14	2	21	TRUE			Carrier - Luke writes Paul's speech as belonging to Peter		TRUE										
Romans	1	3			Philippians	2	7			TRUE	born	being made	Genomenos - made or manufactured		TRUE										
Matthew	5	37			James	5	12			TRUE			James passes these words of as his own; Perhaps Matthew put James's words into Jesus's mouth		TRUE										
Jude	1	17			2 Peter	3	3			TRUE			James quotes 2 Peter (or both quote something earlier)		TRUE										
Jude	1	11			Genesis	4	8			TRUE	Cain		James referenced Cain's sin												
Jude	1	11			Numbers	22	34			TRUE	Balaam		James referenced Balaam's sin												
Jude	1	11			Numbers	16	3			TRUE	Korah's rebellion		James referenced Korah's rebellion												
2 Corinthians	12	7			2 Corinthians	11	6			FALSE	thorn in the flesh		Paul's thorn in the flesh is his lack of skill as a public speaker		TRUE										
1 Corinthians	9	1			1 Corinthians	12	29			TRUE	apostle	apostles	Paul’s major statements on being an apostle		TRUE										
1 Corinthians	9	1			2 Corinthians	12	12			TRUE	apostle	apostle	Paul’s major statements on being an apostle		TRUE										
1 Corinthians	9	1			Galatians	1	1			TRUE	apostle	apostle	Paul’s major statements on being an apostle		TRUE										
1 Corinthians	12	29			2 Corinthians	12	12			TRUE	apostles	apostle	Paul’s major statements on being an apostle		TRUE										
1 Corinthians	12	29			Galatians	1	1			TRUE	apostles	apostle	Paul’s major statements on being an apostle		TRUE										
2 Corinthians	12	12			Galatians	1	1			TRUE	apostle	apostle	Paul’s major statements on being an apostle		TRUE										
John	19	28			Psalms	69	21			TRUE	Scripture		Jesus drinks wine												
John	19	28	19	29	Matthew	27	48			TRUE			Jesus drinks wine/vinegar		TRUE										
John	19	28	19	29	Mark	15	36			TRUE			Jesus drinks wine/vinegar		TRUE										
John	19	28	19	29	Luke	23	36			TRUE			Jesus drinks wine/vinegar		TRUE										
Matthew	27	48			Mark	15	36			TRUE			Jesus drinks wine/vinegar		TRUE										
Matthew	27	48			Luke	23	36			TRUE			Jesus drinks wine/vinegar		TRUE										
Mark	15	36			Luke	23	36			TRUE			Jesus drinks wine/vinegar		TRUE										
Jude	1	18			2 Peter	3	3			TRUE			Mockers will come in the last days		TRUE										
Matthew	13	11			Mark	4	11			TRUE			Secret knowledge / mysteries		TRUE										
Matthew	13	11	0	0	Luke	8	10			TRUE		parables	Secret knowledge / mysteries		TRUE										
Matthew	13	11	0	0	1 Corinthians	2	7	2	10	TRUE			Secret knowledge / mysteries		TRUE										
Matthew	13	11	0	0	1 Corinthians	4	1			TRUE			Secret knowledge / mysteries		TRUE										
Matthew	13	11	0	0	Romans	14	24			TRUE			Secret knowledge / mysteries		TRUE										
Matthew	13	11	0	0	Ephesians	1	9			TRUE			Secret knowledge / mysteries		TRUE										
Matthew	13	11	0	0	Ephesians	3	3	3	5	TRUE			Secret knowledge / mysteries		TRUE										
Matthew	13	11	0	0	Colossians	1	26			TRUE			Secret knowledge / mysteries		TRUE										
Matthew	13	11	0	0	2 Corinthians	4	3	4	4	TRUE			Secret knowledge / mysteries		TRUE										
Mark	4	11	0	0	Luke	8	10	0	0	TRUE		parables	Secret knowledge / mysteries		TRUE										
Mark	4	11	0	0	1 Corinthians	2	7	2	10	TRUE			Secret knowledge / mysteries		TRUE										
Mark	4	11	0	0	1 Corinthians	4	1	0	0	TRUE			Secret knowledge / mysteries		TRUE										
Mark	4	11	0	0	Romans	14	24	0	0	TRUE			Secret knowledge / mysteries		TRUE										
Mark	4	11	0	0	Ephesians	1	9	0	0	TRUE			Secret knowledge / mysteries		TRUE										
Mark	4	11	0	0	Ephesians	3	3	3	5	TRUE			Secret knowledge / mysteries		TRUE										
Mark	4	11	0	0	Colossians	1	26	0	0	TRUE			Secret knowledge / mysteries		TRUE										
Mark	4	11	0	0	2 Corinthians	4	3	4	4	TRUE			Secret knowledge / mysteries		TRUE										
Luke	8	10	0	0	1 Corinthians	2	7	2	10	TRUE	parables		Secret knowledge / mysteries		TRUE										
Luke	8	10	0	0	1 Corinthians	4	1	0	0	TRUE	parables		Secret knowledge / mysteries		TRUE										
Luke	8	10	0	0	Romans	14	24	0	0	TRUE	parables		Secret knowledge / mysteries		TRUE										
Luke	8	10	0	0	Ephesians	1	9	0	0	TRUE	parables		Secret knowledge / mysteries		TRUE										
Luke	8	10	0	0	Ephesians	3	3	3	5	TRUE	parables		Secret knowledge / mysteries		TRUE										
Luke	8	10	0	0	Colossians	1	26	0	0	TRUE	parables		Secret knowledge / mysteries		TRUE										
Luke	8	10	0	0	2 Corinthians	4	3	4	4	TRUE	parables		Secret knowledge / mysteries		TRUE										
1 Corinthians	2	7	2	10	1 Corinthians	4	1	0	0	TRUE			Secret knowledge / mysteries		TRUE										
1 Corinthians	2	7	2	10	Romans	14	24	0	0	TRUE			Secret knowledge / mysteries		TRUE										
1 Corinthians	2	7	2	10	Ephesians	1	9	0	0	TRUE			Secret knowledge / mysteries		TRUE										
1 Corinthians	2	7	2	10	Ephesians	3	3	3	5	TRUE			Secret knowledge / mysteries		TRUE										
1 Corinthians	2	7	2	10	Colossians	1	26	0	0	TRUE			Secret knowledge / mysteries		TRUE										
1 Corinthians	2	7	2	10	2 Corinthians	4	3	4	4	TRUE			Secret knowledge / mysteries		TRUE										
1 Corinthians	4	1	0	0	Romans	14	24	0	0	TRUE			Secret knowledge / mysteries		TRUE										
1 Corinthians	4	1	0	0	Ephesians	1	9	0	0	TRUE			Secret knowledge / mysteries		TRUE										
1 Corinthians	4	1	0	0	Ephesians	3	3	3	5	TRUE			Secret knowledge / mysteries		TRUE										
1 Corinthians	4	1	0	0	Colossians	1	26	0	0	TRUE			Secret knowledge / mysteries		TRUE										
1 Corinthians	4	1	0	0	2 Corinthians	4	3	4	4	TRUE			Secret knowledge / mysteries		TRUE										
Romans	14	24	0	0	Ephesians	1	9	0	0	TRUE			Secret knowledge / mysteries		TRUE										
Romans	14	24	0	0	Ephesians	3	3	3	5	TRUE			Secret knowledge / mysteries		TRUE										
Romans	14	24	0	0	Colossians	1	26	0	0	TRUE			Secret knowledge / mysteries		TRUE										
Romans	14	24	0	0	2 Corinthians	4	3	4	4	TRUE			Secret knowledge / mysteries		TRUE										
Ephesians	1	9	0	0	Ephesians	3	3	3	5	TRUE			Secret knowledge / mysteries		TRUE										
Ephesians	1	9	0	0	Colossians	1	26	0	0	TRUE			Secret knowledge / mysteries		TRUE										
Ephesians	1	9	0	0	2 Corinthians	4	3	4	4	TRUE			Secret knowledge / mysteries		TRUE										
Ephesians	3	3	3	5	Colossians	1	26	0	0	TRUE			Secret knowledge / mysteries		TRUE										
Ephesians	3	3	3	5	2 Corinthians	4	3	4	4	TRUE			Secret knowledge / mysteries		TRUE										
Colossians	1	26	0	0	2 Corinthians	4	3	4	4	TRUE			Secret knowledge / mysteries		TRUE										
Mark	16	17			Acts	2	17			TRUE			Schizotypal religion		TRUE										
Mark	16	17	0	0	Acts	10	10			TRUE			Schizotypal religion		TRUE										
Mark	16	17	0	0	Acts	10	46			TRUE			Schizotypal religion		TRUE										
Mark	16	17	0	0	Acts	16	9			TRUE			Schizotypal religion		TRUE										
Mark	16	17	0	0	Acts	19	6			TRUE			Schizotypal religion		TRUE										
Mark	16	17	0	0	Acts	27	23			TRUE			Schizotypal religion		TRUE										
Mark	16	17	0	0	1 Corinthians	14	18			TRUE			Schizotypal religion		TRUE										
Mark	16	17	0	0	1 Corinthians	15	8			TRUE			Schizotypal religion		TRUE										
Mark	16	17	0	0	Galatians	2	2			TRUE			Schizotypal religion		TRUE										
Acts	2	17	0	0	Acts	10	10	0	0	TRUE			Schizotypal religion		TRUE										
Acts	2	17	0	0	Acts	10	46	0	0	TRUE			Schizotypal religion		TRUE										
Acts	2	17	0	0	Acts	16	9	0	0	TRUE			Schizotypal religion		TRUE										
Acts	2	17	0	0	Acts	19	6	0	0	TRUE			Schizotypal religion		TRUE										
Acts	2	17	0	0	Acts	27	23	0	0	TRUE			Schizotypal religion		TRUE										
Acts	2	17	0	0	1 Corinthians	14	18	0	0	TRUE			Schizotypal religion		TRUE										
Acts	2	17	0	0	1 Corinthians	15	8	0	0	TRUE			Schizotypal religion		TRUE										
Acts	2	17	0	0	Galatians	2	2	0	0	TRUE			Schizotypal religion		TRUE										
Acts	10	10	0	0	Acts	10	46	0	0	TRUE			Schizotypal religion		TRUE										
Acts	10	10	0	0	Acts	16	9	0	0	TRUE			Schizotypal religion		TRUE										
Acts	10	10	0	0	Acts	19	6	0	0	TRUE			Schizotypal religion		TRUE										
Acts	10	10	0	0	Acts	27	23	0	0	TRUE			Schizotypal religion		TRUE										
Acts	10	10	0	0	1 Corinthians	14	18	0	0	TRUE			Schizotypal religion		TRUE										
Acts	10	10	0	0	1 Corinthians	15	8	0	0	TRUE			Schizotypal religion		TRUE										
Acts	10	10	0	0	Galatians	2	2	0	0	TRUE			Schizotypal religion		TRUE										
Acts	10	46	0	0	Acts	16	9	0	0	TRUE			Schizotypal religion		TRUE										
Acts	10	46	0	0	Acts	19	6	0	0	TRUE			Schizotypal religion		TRUE										
Acts	10	46	0	0	Acts	27	23	0	0	TRUE			Schizotypal religion		TRUE										
Acts	10	46	0	0	1 Corinthians	14	18	0	0	TRUE			Schizotypal religion		TRUE										
Acts	10	46	0	0	1 Corinthians	15	8	0	0	TRUE			Schizotypal religion		TRUE										
Acts	10	46	0	0	Galatians	2	2	0	0	TRUE			Schizotypal religion		TRUE										
Acts	16	9	0	0	Acts	19	6	0	0	TRUE			Schizotypal religion		TRUE										
Acts	16	9	0	0	Acts	27	23	0	0	TRUE			Schizotypal religion		TRUE										
Acts	16	9	0	0	1 Corinthians	14	18	0	0	TRUE			Schizotypal religion		TRUE										
Acts	16	9	0	0	1 Corinthians	15	8	0	0	TRUE			Schizotypal religion		TRUE										
Acts	16	9	0	0	Galatians	2	2	0	0	TRUE			Schizotypal religion		TRUE										
Acts	19	6	0	0	Acts	27	23	0	0	TRUE			Schizotypal religion		TRUE										
Acts	19	6	0	0	1 Corinthians	14	18	0	0	TRUE			Schizotypal religion		TRUE										
Acts	19	6	0	0	1 Corinthians	15	8	0	0	TRUE			Schizotypal religion		TRUE										
Acts	19	6	0	0	Galatians	2	2	0	0	TRUE			Schizotypal religion		TRUE										
Acts	27	23	0	0	1 Corinthians	14	18	0	0	TRUE			Schizotypal religion		TRUE										
Acts	27	23	0	0	1 Corinthians	15	8	0	0	TRUE			Schizotypal religion		TRUE										
Acts	27	23	0	0	Galatians	2	2	0	0	TRUE			Schizotypal religion		TRUE										
1 Corinthians	14	18	0	0	1 Corinthians	15	8	0	0	TRUE			Schizotypal religion		TRUE										
1 Corinthians	14	18	0	0	Galatians	2	2	0	0	TRUE			Schizotypal religion		TRUE										
1 Corinthians	15	8	0	0	Galatians	2	2	0	0	TRUE			Schizotypal religion		TRUE										
Romans	8	29			1 Corinthians	11	7			TRUE			Image of Jesus/God		TRUE										
Romans	8	29	0	0	1 Corinthians	15	49			TRUE			Image of Jesus/God		TRUE										
Romans	8	29	0	0	2 Corinthians	3	18			TRUE			Image of Jesus/God		TRUE										
Romans	8	29	0	0	2 Corinthians	4	4			TRUE			Image of Jesus/God		TRUE										
Romans	8	29	0	0	Colossians	1	15			TRUE			Image of Jesus/God		TRUE										
Romans	8	29	0	0	Hebrews	1	3			TRUE			Image of Jesus/God		TRUE										
1 Corinthians	11	7	0	0	1 Corinthians	15	49	0	0	TRUE			Image of Jesus/God		TRUE										
1 Corinthians	11	7	0	0	2 Corinthians	3	18	0	0	TRUE			Image of Jesus/God		TRUE										
1 Corinthians	11	7	0	0	2 Corinthians	4	4	0	0	TRUE			Image of Jesus/God		TRUE										
1 Corinthians	11	7	0	0	Colossians	1	15	0	0	TRUE			Image of Jesus/God		TRUE										
1 Corinthians	11	7	0	0	Hebrews	1	3	0	0	TRUE			Image of Jesus/God		TRUE										
1 Corinthians	15	49	0	0	2 Corinthians	3	18	0	0	TRUE			Image of Jesus/God		TRUE										
1 Corinthians	15	49	0	0	2 Corinthians	4	4	0	0	TRUE			Image of Jesus/God		TRUE										
1 Corinthians	15	49	0	0	Colossians	1	15	0	0	TRUE			Image of Jesus/God		TRUE										
1 Corinthians	15	49	0	0	Hebrews	1	3	0	0	TRUE			Image of Jesus/God		TRUE										
2 Corinthians	3	18	0	0	2 Corinthians	4	4	0	0	TRUE			Image of Jesus/God		TRUE										
2 Corinthians	3	18	0	0	Colossians	1	15	0	0	TRUE			Image of Jesus/God		TRUE										
2 Corinthians	3	18	0	0	Hebrews	1	3	0	0	TRUE			Image of Jesus/God		TRUE										
2 Corinthians	4	4	0	0	Colossians	1	15	0	0	TRUE			Image of Jesus/God		TRUE										
2 Corinthians	4	4	0	0	Hebrews	1	3	0	0	TRUE			Image of Jesus/God		TRUE										
Colossians	1	15	0	0	Hebrews	1	3	0	0	TRUE			Image of Jesus/God		TRUE										
Mark	15	24			Psalms	22	18			TRUE			Imagery from the OT used in the new												
Mark	15	29	15	31	Psalms	22	7	22	8	TRUE			Imagery from the OT used in the new												
Mark	15	34			Psalms	22	1			TRUE			Imagery from the OT used in the new												
Mark	11	15	11	17	Zechariah	14	21			TRUE			Imagery from the OT used in the new												
Mark	15	43			Genesis	50	4	50	5	TRUE			Imagery from the OT used in the new												
Mark	15	45			Isaiah	53	9			TRUE		death	Imagery from the OT used in the new												
Mark	15	28			Isaiah	53	9			TRUE		wicked	Imagery from the OT used in the new												
Matthew	27	51	27	53	Zechariah	14	5			TRUE			Imagery from the OT used in the new												
Acts	8	1			Galatians	1	22			TRUE	Jerusalem	Judea	Luke says Saul was in Jerusalem; Paul says he was unknown there		TRUE										
Mark	15	25			John	19	16			TRUE			Date of the crucifixion		TRUE										
Mark	15	25	0	0	Matthew	27	35			TRUE			Date of the crucifixion		TRUE										
Mark	15	25	0	0	Luke	23	32			TRUE			Date of the crucifixion		TRUE										
John	19	16			Matthew	27	35			TRUE			Date of the crucifixion		TRUE										
John	19	16			Luke	23	32			TRUE			Date of the crucifixion		TRUE										
Matthew	27	35			Luke	23	32			TRUE			Date of the crucifixion		TRUE										
Luke	1	46	1	55	1 Samuel	2	1	2	10	TRUE			Mary’s song is a rework on Hannah’s												
